,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Cluster_number,Kmean_Clusters
475,171509,0,3,1,1,40090,55,6381,23,8151,2,0
476,235947,0,1,1,1,3982,16,0,0,8145,0,1
477,153108,0,4,1,1,25802,14,500,1,8137,1,0
478,260261,0,4,1,1,33047,21,0,0,8146,1,0
479,80223,0,3,1,1,21248,26,2050,7,8121,0,0
480,38716,0,2,1,1,8253,21,0,0,8114,1,1
481,1125076,0,3,1,1,23046,14,0,0,8107,1,0
482,10954,500,1,1,1,2500,1,0,0,8095,0,1
483,97099,0,1,1,1,6325,21,1700,5,8085,0,1
484,62396,2128,1,1,1,1250,3,0,0,8075,0,1
485,40645,0,3,1,1,18348,13,0,0,8067,1,0
486,82655,0,5,1,1,101101,19,700,2,8057,1,0
487,84035,0,1,1,1,4240,6,1600,4,8114,0,1
488,1199220,2919,1,1,1,3800,19,3300,18,8023,1,0
489,86345,0,3,1,1,13415,16,350,2,8009,1,0
490,2701,0,1,1,1,5000,10,0,0,8002,0,1
491,46874,0,1,1,1,9689,38,500,1,7990,0,0
492,10879,0,5,1,1,78186,32,3400,12,7981,2,0
493,12742,0,1,1,1,0,0,0,0,7966,0,1
494,122904,0,4,1,1,37380,21,1300,4,7956,1,0
495,10994,0,1,1,1,1250,3,0,0,8007,0,1
496,2318,0,2,1,1,8747,14,0,0,7945,1,1
497,11070,0,1,1,1,0,0,0,0,7939,0,1
498,21921,0,1,1,1,0,0,0,0,7939,0,1
499,162521,0,5,1,1,57354,25,0,0,8105,1,0
500,207545,0,1,1,1,11137,34,4387,12,8105,2,0
501,86112,0,4,1,1,35528,22,0,0,8105,1,0
502,18328,0,1,1,1,0,0,0,0,6790,0,1
503,217557,0,5,1,1,97584,19,550,2,6679,1,0
504,11504,0,1,1,1,100,1,0,0,6675,0,1
505,143200,0,5,1,1,79837,28,50,1,6667,1,0
506,160703,0,4,1,1,32560,12,0,0,6666,1,0
507,910,0,1,1,1,5172,13,0,0,6662,0,1
508,94105,0,1,1,1,100,1,0,0,6676,0,1
509,18422,0,1,1,1,3297,13,0,0,6653,0,1
510,889456,1024,5,1,1,98959,29,850,4,6652,1,0
511,9800,589,1,1,1,10348,34,3000,25,6651,2,0
512,148318,0,4,1,1,51197,22,350,2,6648,1,0
513,26149,0,1,1,1,5190,6,0,0,6646,0,1
514,76933,0,4,1,1,28075,17,0,0,6646,1,0
515,346178,0,5,1,1,63803,16,0,0,6645,1,0
516,22878,0,1,1,1,9039,32,0,0,6641,0,1
517,66741,2880,5,1,1,71921,30,2600,7,6638,0,0
518,134060,0,4,1,1,46606,13,0,0,6637,1,0
519,3305,0,1,1,1,31465,24,1700,10,6633,0,0
520,28930,0,1,1,1,8185,17,0,0,6630,0,1
521,208519,0,1,1,1,4040,6,450,2,6627,0,1
522,58951,0,4,1,1,47994,15,500,1,6625,1,0
523,25395,0,1,1,1,2000,1,0,0,6624,0,1
524,109248,0,1,1,1,6828,11,0,0,6618,0,1
525,43387,0,1,1,1,4942,13,0,0,6613,0,1
526,52423,0,4,1,1,26926,13,0,0,6611,1,0
527,26858,500,4,1,1,34308,17,900,3,6606,1,0
528,5410,0,4,1,1,45890,22,0,0,6603,1,0
529,18177,0,3,1,1,12040,12,0,0,6690,1,1
530,413509,0,1,1,1,2500,1,0,0,6598,0,1
531,98472,1776,5,1,1,124421,45,10250,28,6621,2,0
532,86520,3445,5,1,1,64450,20,1000,2,6592,0,0
533,16648,0,1,1,1,625,4,0,0,6588,0,1
534,267404,0,5,1,1,263685,51,3000,6,6584,1,0
535,31478,0,3,1,1,18885,18,0,0,6578,1,0
536,17445,0,1,1,1,4500,3,500,1,6576,0,1
537,49052,0,4,1,1,46718,17,0,0,6575,1,0
538,21689,0,1,1,1,0,0,0,0,6570,0,1
539,18302,0,1,1,1,2197,10,0,0,6569,0,1
540,26220,0,1,1,1,2775,11,0,0,6647,0,1
541,59552,0,1,1,1,7551,22,0,0,6473,0,1
542,34962,0,1,1,1,252,3,0,0,6208,0,1
543,16153,0,1,1,1,180,1,0,0,6491,0,1
544,28931,0,1,1,1,6500,4,500,1,6354,0,1
545,202636,0,1,1,1,19000,5,0,0,6119,0,1
546,153962,0,5,1,1,90992,21,0,0,6567,1,0
547,63311,0,4,1,1,25048,14,0,0,6634,1,0
548,8561,0,1,1,1,2050,8,1300,2,6675,0,1
549,256219,0,3,1,1,29823,33,6568,16,6561,2,0
550,122700,0,3,1,1,18604,13,0,0,6556,1,0
551,81419,0,2,1,1,7769,12,350,1,6599,1,1
552,13873,0,1,1,1,4833,20,0,0,6519,0,1
553,148,0,1,1,1,190,2,0,0,6507,0,1
554,178919,0,3,1,1,23387,17,0,0,6555,1,0
555,19702,0,1,1,1,3000,1,0,0,6554,0,1
556,18820,0,1,1,1,0,0,0,0,6549,0,1
557,213849,0,1,1,1,500,1,0,0,6549,0,1
558,28077,0,1,1,1,735,6,500,1,6575,0,1
559,4528,0,1,1,1,290,1,0,0,6565,0,1
560,40418,0,3,1,1,12678,12,0,0,6541,1,1
561,380930,0,2,2,1,22485,25,213,1,6539,0,0
562,176849,0,1,1,1,7700,11,950,4,6539,0,1
563,71235,0,4,1,1,41004,14,0,0,6535,1,0
564,76446,0,5,1,1,63811,17,0,0,6550,1,0
565,148915,0,3,1,1,23522,16,650,2,6532,1,0
566,65034,0,3,1,1,14331,16,800,3,6541,1,0
567,35738,0,4,1,1,41264,16,0,0,6526,1,0
568,313,0,1,1,1,1600,1,0,0,6525,0,1
569,55703,0,1,1,1,0,0,0,0,6520,0,1
570,11613,0,1,1,1,2000,1,0,0,6519,0,1
571,65672,0,4,1,1,29089,13,0,0,6529,1,0
572,84785,0,1,1,1,4570,14,0,0,6514,0,1
573,30592,862,1,1,1,2602,7,0,0,6512,0,1
574,99293,0,5,1,1,81040,23,1000,2,6508,1,0
575,51830,0,1,1,1,0,0,0,0,6507,0,1
576,20126,0,5,1,1,78999,28,800,3,6506,1,0
577,3294,0,1,1,1,1330,2,0,0,6498,0,1
578,11143,0,1,1,1,2800,6,800,5,6529,0,1
579,8250,0,1,1,1,250,2,0,0,6486,0,1
580,117670,0,5,1,1,53043,19,550,1,6505,1,0
581,49454,0,2,1,1,9548,22,250,1,6501,1,1
582,58421,0,1,1,1,1000,1,0,0,6532,0,1
583,33443,0,1,1,1,0,0,0,0,6476,0,1
584,13886,0,1,1,1,0,0,0,0,6465,0,1
585,15349,0,1,1,1,250,2,0,0,6457,0,1
586,78712,0,1,1,1,0,0,0,0,6433,0,1
587,89742,0,4,1,1,39073,13,0,0,6498,1,0
588,31311,0,1,1,1,3961,10,0,0,6494,0,1
589,133445,8264,1,1,1,3375,13,0,0,6492,0,1
590,136161,0,1,1,1,6032,15,0,0,6463,0,1
591,9998,0,1,1,1,0,0,0,0,6448,0,1
592,37904,0,3,1,1,19052,17,0,0,6487,1,0
593,41243,0,4,1,1,27971,7,300,1,6483,1,0
594,54011,1604,3,1,1,38380,20,5780,4,6487,2,0
595,5351,0,1,1,1,100,1,0,0,6450,0,1
596,23334,0,1,1,1,0,0,0,0,6441,0,1
597,11255,0,1,1,1,0,0,0,0,6428,0,1
598,48127,0,4,1,1,41447,28,0,0,6421,1,0
599,329497,0,5,1,1,57264,12,0,0,6484,1,0
600,158895,0,4,1,1,41954,15,0,0,6525,1,0
601,34540,0,4,1,1,27882,13,0,0,6494,1,0
602,117623,0,5,1,1,86582,26,1000,6,6477,1,0
603,126409,0,4,1,1,28460,13,0,0,6478,1,0
604,112843,0,3,1,1,16137,14,0,0,6472,1,0
605,117240,0,1,1,1,1200,3,700,2,6471,0,1
606,7216,0,3,1,1,21419,18,0,0,6470,1,0
607,26412,0,1,1,1,5086,2,0,0,6552,0,1
608,427528,0,4,1,1,35098,16,1600,3,6465,1,0
609,1846,0,1,1,1,450,1,0,0,6471,0,1
610,45830,0,2,1,1,23404,10,0,0,6459,0,1
611,179042,0,1,1,1,25078,50,3350,15,6456,2,0
612,41487,500,1,1,1,10885,7,0,0,6451,0,1
613,39601,0,1,1,1,3733,9,0,0,6450,0,1
614,46142,0,3,1,1,14445,13,0,0,6452,1,1
615,110277,0,4,1,1,37110,18,1500,3,6445,1,0
616,122928,0,3,1,1,12211,14,0,0,6443,1,0
617,146599,0,3,1,1,16463,16,1000,2,6444,1,0
618,338656,0,4,1,1,52908,16,0,0,6444,1,0
619,54125,0,4,1,1,48874,17,450,3,6463,1,0
620,29861,0,4,1,1,28190,15,0,0,6407,1,0
621,126148,0,2,1,1,6273,8,0,0,6435,0,1
622,62080,2975,2,1,1,19113,32,10650,28,6434,2,0
623,175131,0,5,1,1,53495,15,0,0,6431,1,0
624,365918,0,5,1,1,83752,23,1373,7,6429,1,0
625,105547,0,3,1,1,24973,26,500,1,6415,1,0
626,67615,0,3,1,1,14168,13,0,0,6413,1,1
627,33554,0,4,1,1,27410,16,350,1,6428,1,0
628,163083,0,1,1,1,3825,9,450,4,6428,0,1
629,747983,0,4,1,1,26117,15,50,1,6427,1,0
630,415070,588,5,1,1,153183,41,3802,20,6423,2,0
631,18111,0,1,1,1,4625,26,0,0,6463,0,1
632,41526,0,1,1,1,0,0,0,0,6406,0,1
633,38021,0,1,1,1,5538,9,0,0,6407,0,1
634,17500,0,1,1,1,0,0,0,0,6400,0,1
635,5906,0,1,1,1,280,1,0,0,6395,0,1
636,70133,0,2,1,1,7396,16,0,0,6392,0,1
637,32010,0,1,1,1,12315,6,650,2,6421,0,1
638,82605,0,3,1,1,23049,15,0,0,6417,1,0
639,77285,0,5,1,1,63841,32,0,0,6417,1,0
640,15219,0,1,1,1,0,0,0,0,6427,0,1
641,54889,0,2,1,1,13150,4,0,0,6438,0,1
642,8910,0,1,1,1,150,1,150,1,6413,0,1
643,49891,0,1,1,1,500,1,500,1,6392,0,1
644,10484,0,1,1,1,0,0,0,0,6375,0,1
645,15496,0,1,1,1,0,0,0,0,6324,0,1
646,16714,0,1,1,1,0,0,0,0,6214,0,1
647,25835,0,3,1,1,15153,15,0,0,6142,1,1
648,3487,0,1,1,1,710,1,0,0,6059,0,1
649,347096,0,1,1,1,12000,6,0,0,6408,0,1
650,155962,1199,3,1,1,16510,16,50,1,6406,0,0
651,160572,0,1,1,1,8163,18,500,1,6403,0,1
652,257068,2586,1,1,1,5900,4,400,1,6420,0,1
653,48410,0,4,1,1,37869,16,500,1,6395,1,0
654,33269,0,1,1,1,4675,10,200,1,6396,0,1
655,25685,0,1,1,1,185,3,0,0,6382,0,1
656,50500,0,1,1,1,4765,14,0,0,6380,0,1
657,97486,0,3,1,1,22707,15,0,0,6387,1,0
658,323459,0,1,1,1,12000,8,1500,3,6378,0,1
659,11821,0,1,1,1,10697,10,0,0,6387,0,1
660,37039,0,4,1,1,29976,18,0,0,6375,1,0
661,28306,0,1,1,1,233,3,0,0,6371,0,1
662,109532,0,5,1,1,128048,53,7939,26,6372,2,0
663,91974,0,3,1,1,19223,18,500,1,6372,1,0
664,65823,0,4,1,1,28208,19,300,3,6373,1,0
665,104824,0,3,1,1,14582,15,0,0,6366,1,0
666,16061,0,1,1,1,2750,11,0,0,6366,0,1
667,55237,0,2,1,1,5547,14,0,0,6358,0,1
668,10491,0,1,1,1,5025,11,150,1,6357,0,1
669,192334,0,4,1,1,33950,21,1450,4,6366,1,0
670,45501,0,4,1,1,49656,17,316,1,6375,1,0
671,18661,0,1,1,1,0,0,0,0,6352,0,1
672,89668,0,4,1,1,29130,14,0,0,6350,1,0
673,53327,0,1,1,1,8650,6,650,2,6350,0,1
674,133143,0,4,1,1,43643,14,50,1,6385,1,0
675,22268,0,3,1,1,23582,15,200,1,6339,1,0
676,26556,3490,1,1,1,2845,14,720,4,6339,0,1
677,9601,0,3,1,1,20467,16,0,0,6338,1,1
678,280561,0,3,1,1,12154,13,0,0,6337,1,0
679,146248,0,1,1,1,2900,4,1400,3,6333,0,1
680,9483,0,1,1,1,1000,1,0,0,6340,0,1
681,119082,5051,1,1,1,4230,17,3600,14,6340,0,0
682,232171,0,3,1,1,22258,30,650,2,6340,1,0
683,369816,1745,4,1,1,46942,35,7266,17,6340,2,0
684,37381,0,1,1,1,6091,16,0,0,6332,0,1
685,173543,0,5,1,1,92752,25,0,0,6329,1,0
686,31211,0,1,1,1,280,4,100,1,6330,0,1
687,47780,0,5,1,1,88773,20,250,2,6329,1,0
688,79479,0,3,1,1,23167,13,0,0,6118,1,0
689,81960,0,4,1,1,37072,22,700,7,6326,1,0
690,20162,0,1,1,1,2750,15,0,0,6324,0,1
691,105683,0,4,1,1,28386,17,0,0,6361,1,0
692,234327,0,4,1,1,30406,28,150,2,6319,1,0
693,463494,0,3,1,1,27390,17,750,1,6323,1,0
694,17334,0,1,1,1,6783,27,50,1,6318,0,1
695,57909,0,1,1,1,5150,4,0,0,6323,0,1
696,17949,0,1,1,1,0,0,0,0,6312,0,1
697,529477,0,2,1,1,31624,28,2098,5,6311,1,0
698,71543,0,1,1,1,0,0,0,0,6305,0,1
699,111897,0,3,1,1,14728,14,0,0,6310,1,0
700,61598,0,1,1,1,0,0,0,0,6311,0,1
701,417875,0,4,1,1,44472,18,0,0,6308,1,0
702,340874,0,5,1,1,68090,43,5676,27,6305,2,0
703,32774,0,1,1,1,0,0,0,0,6304,0,1
704,242910,1115,5,1,1,103935,18,500,1,6296,1,0
705,137843,0,4,1,1,45416,24,250,1,6302,1,0
706,30530,0,1,1,1,5590,12,2950,9,6298,0,1
707,30973,0,1,1,1,0,0,0,0,6298,0,1
708,238749,0,1,1,1,7134,14,3134,12,6297,0,0
709,16803,0,1,1,1,1287,6,0,0,6291,0,1
710,23553,810,1,1,1,1587,4,487,2,6295,0,1
711,48161,0,4,1,1,41174,24,0,0,6294,1,0
712,21616,0,1,1,1,0,0,0,0,6291,0,1
713,13114,0,2,1,1,14029,13,0,0,6289,0,1
714,117120,0,4,1,1,41278,17,500,1,6288,1,0
715,52987,0,3,1,1,17510,15,0,0,6289,1,1
716,150176,0,4,1,1,29999,17,400,1,6284,1,0
717,19002,0,3,1,1,22675,21,0,0,6277,1,0
718,60976,0,5,1,1,97318,31,7000,14,6282,2,0
719,50675,0,1,1,1,1100,2,100,1,6282,0,1
720,65466,0,2,1,1,5488,13,0,0,6280,0,1
721,64280,0,3,1,1,21721,18,0,0,6280,1,0
722,14523,0,1,1,1,4197,4,0,0,6276,0,1
723,384470,0,3,1,1,20468,16,0,0,6280,1,0
724,9157,0,1,1,1,75,2,0,0,6274,0,1
725,151904,733,5,1,1,76440,25,950,8,6273,1,0
726,13781,0,4,1,1,48914,19,500,1,6269,1,0
727,40567,0,3,1,1,18122,16,0,0,6268,1,1
728,43090,0,3,1,1,11411,10,0,0,6259,1,1
729,1875,0,1,1,1,1250,3,0,0,6266,0,1
730,126555,0,4,1,1,41253,19,0,0,6280,1,0
731,16472,0,4,1,1,45517,12,0,0,6262,1,0
732,21270,0,1,1,1,318,10,0,0,6256,0,1
733,33410,0,1,1,1,818,12,0,0,6255,0,1
734,15750,0,1,1,1,1065,3,0,0,6254,0,1
735,104665,0,2,1,1,9547,12,0,0,6249,0,1
736,86285,0,5,1,1,61274,14,0,0,6249,1,0
737,41967,0,1,1,1,2125,10,0,0,6247,0,1
738,35026,0,1,1,1,9799,27,500,1,6247,0,1
739,138411,0,5,1,1,53843,14,0,0,6247,1,0
740,127693,0,3,1,1,17383,15,0,0,6246,1,0
741,52050,0,4,1,1,43190,14,0,0,6245,1,0
742,37162,0,1,1,1,0,0,0,0,6241,0,1
743,440265,4081,1,1,1,22750,15,1250,10,6234,0,0
744,66572,0,2,1,1,8048,14,450,2,6240,1,1
745,237093,0,4,1,1,42020,15,0,0,6240,1,0
746,79561,0,1,1,1,6333,12,400,2,6231,0,1
747,131528,0,2,1,1,10365,17,500,1,6227,0,1
748,11820,0,1,1,1,2045,5,0,0,6227,0,1
749,20810,0,1,1,1,1713,13,0,0,6225,0,1
750,189423,0,5,1,1,63584,31,600,1,6476,1,0
751,96477,0,1,1,1,2987,13,0,0,6221,0,1
752,106471,0,1,1,1,8444,5,100,1,6220,0,1
753,33374,0,3,1,1,20441,13,0,0,6214,1,1
754,210018,0,4,1,1,48914,16,0,0,6217,1,0
755,26740,0,1,1,1,619,7,0,0,6213,0,1
756,244216,0,4,1,1,39166,14,0,0,6214,1,0
757,76737,0,4,1,1,34648,31,0,0,6211,1,0
758,20999,0,3,1,1,15914,13,0,0,6206,1,1
759,43179,0,3,1,1,11915,6,0,0,6214,0,1
760,119214,0,2,1,1,10028,16,0,0,6205,0,1
761,14988,0,1,1,1,2100,10,0,0,6203,0,1
762,21334,0,1,1,1,5472,20,0,0,6200,0,1
763,104307,0,4,1,1,51769,24,450,1,6197,1,0
764,34357,0,5,1,1,73622,25,100,1,6198,1,0
765,231437,0,3,1,1,31266,26,1550,4,6340,1,0
766,14662,0,1,1,1,1110,12,0,0,6197,0,1
767,13144,0,3,1,1,18615,18,0,0,6196,1,1
768,10978,0,3,1,1,14313,11,0,0,6193,1,1
769,150698,0,4,1,1,43589,20,1200,4,6193,1,0
770,18035,0,1,1,1,811,2,0,0,6193,0,1
771,194604,0,2,1,1,6606,10,0,0,6190,0,1
772,117852,2376,1,1,1,11406,21,3850,13,6186,0,0
773,32356,0,3,1,1,22918,19,0,0,6571,1,0
774,44247,948,4,1,1,40939,26,0,0,6184,0,0
775,23431,0,1,1,1,3546,10,0,0,6182,0,1
776,37773,0,2,1,1,8436,15,0,0,6179,0,1
777,245758,0,1,1,1,2750,4,750,2,6179,0,1
778,63587,0,1,1,1,500,1,500,1,6184,0,1
779,15088,0,1,1,1,5625,15,0,0,6177,0,1
780,152539,0,5,1,1,65972,14,0,0,6187,1,0
781,333500,0,5,1,1,69780,23,1258,4,6171,1,0
782,15064,0,1,1,1,2910,9,0,0,6171,0,1
783,19032,0,1,1,1,2375,12,0,0,6169,0,1
784,66434,0,3,1,1,13041,13,0,0,6230,1,1
785,146097,0,2,1,1,6919,16,0,0,6165,0,1
786,8207,0,1,1,1,1750,7,0,0,6184,0,1
787,293648,0,3,1,1,22148,15,0,0,6161,1,0
788,147472,0,3,1,1,20645,16,0,0,6163,1,0
789,103993,0,3,1,1,14149,13,100,1,6158,1,1
790,34651,0,1,1,1,4000,6,500,1,6157,0,1
791,102339,0,4,1,1,47498,19,0,0,6156,1,0
792,149167,0,4,1,1,48521,13,0,0,6155,1,0
793,105249,0,4,1,1,36093,15,0,0,6153,1,0
794,55610,0,1,2,1,5095,13,0,0,6151,0,1
795,70391,0,1,1,1,6000,4,0,0,6150,0,1
796,74645,0,4,1,1,40367,18,0,0,6147,1,0
797,26939,0,4,1,1,29264,15,0,0,6148,1,0
798,207655,500,5,1,1,78967,31,0,0,6144,1,0
799,7421,0,1,1,1,0,0,0,0,6142,0,1
800,74924,6286,4,1,1,59650,13,0,0,6141,0,0
801,17599,0,1,1,1,100,1,0,0,6029,0,1
802,5594,0,1,1,1,370,1,0,0,5835,0,1
803,66122,0,3,1,1,11756,13,0,0,5630,1,1
804,12024,0,1,1,1,0,0,0,0,5119,0,1
805,42044,2253,3,1,1,11433,10,0,0,6140,0,1
806,83105,0,4,1,1,65077,28,753,3,6137,1,0
807,152063,0,4,1,1,34257,19,1100,3,6159,1,0
808,59546,0,3,1,1,20730,4,0,0,6135,0,1
809,1258,0,1,1,1,475,4,0,0,6134,0,1
810,75181,0,1,1,1,2455,7,1100,3,6133,0,1
811,68255,0,3,1,1,19077,22,400,2,6130,1,0
812,58229,0,5,1,1,53108,16,500,1,6137,1,0
813,97349,0,4,1,1,42774,14,0,0,6128,1,0
814,131424,0,5,1,1,58814,14,50,1,6128,1,0
815,24011,0,2,1,1,20442,9,0,0,6123,0,1
816,64538,0,1,1,1,0,0,0,0,6123,0,1
817,3832,0,1,1,1,1000,1,0,0,6120,0,1
818,3268,0,4,1,1,52263,32,0,0,6120,1,0
819,36790,0,1,1,1,7158,14,0,0,6133,0,1
820,363165,2565,1,1,1,5950,11,1850,8,6116,0,0
821,179382,0,1,1,1,4225,7,0,0,6115,0,1
822,218207,0,1,1,1,8500,4,0,0,6114,0,1
823,765738,0,5,1,1,62133,14,0,0,6112,1,0
824,54265,0,1,1,1,0,0,0,0,6109,0,1
825,69959,0,3,1,1,16504,13,0,0,6108,1,1
826,86380,2643,1,1,1,13500,3,0,0,6102,0,1
827,48321,0,1,1,1,0,0,0,0,6102,0,1
828,78130,0,4,1,1,37251,15,900,2,6120,1,0
829,25333,0,3,1,1,11229,16,300,2,6099,1,1
830,54522,0,3,1,1,21221,45,2500,5,6125,0,0
831,75413,0,4,1,1,31726,18,0,0,6094,1,0
832,292533,0,5,1,1,64186,15,1000,2,6095,1,0
833,114932,8559,1,1,1,3150,13,1650,12,6092,0,0
834,18932,0,3,1,1,24660,22,0,0,6091,1,0
835,35997,0,5,1,1,71171,19,900,5,6088,1,0
836,136664,0,4,1,1,36024,15,0,0,6086,1,0
837,173191,0,4,1,1,31503,13,0,0,6084,1,0
838,16528,0,1,1,1,250,2,0,0,6081,0,1
839,119932,0,3,1,1,22463,26,5177,11,6077,2,0
840,144171,0,4,1,1,33200,15,0,0,6073,1,0
841,77109,0,5,1,1,60000,7,0,0,6071,1,0
842,144973,0,3,1,1,23703,14,0,0,6280,1,0
843,75027,0,1,1,1,1390,3,500,1,6067,0,1
844,96387,0,4,1,1,43512,20,0,0,6065,1,0
845,34854,0,1,1,1,750,5,650,4,6063,0,1
846,44307,0,2,1,1,7944,8,0,0,6060,0,1
847,73836,0,5,1,1,64748,19,0,0,6087,1,0
848,20126,0,1,1,1,0,0,0,0,6053,0,1
849,56268,0,4,1,1,33447,14,100,1,6017,1,0
850,25629,0,4,1,5,107308,36,600,2,5966,1,0
851,70774,0,3,1,1,32635,31,1400,14,5931,2,0
852,6371,0,1,1,1,1404,8,0,0,5905,0,1
853,95595,0,3,1,1,12060,14,0,0,5877,1,1
854,51843,0,4,1,1,40997,17,0,0,5859,1,0
855,84868,0,4,1,1,33187,15,0,0,6057,1,0
856,79629,0,1,1,1,2550,2,50,1,6091,0,1
857,58620,0,1,1,1,2125,10,0,0,6051,0,1
858,70380,0,5,1,1,74399,12,0,0,6050,1,0
859,93473,0,3,1,1,20257,15,0,0,6049,1,0
860,131621,0,2,1,1,27846,31,6047,11,6045,2,0
861,195563,0,3,1,1,16715,13,0,0,6042,1,0
862,21138,0,1,1,1,4500,2,0,0,6031,0,1
863,93319,0,1,1,1,270,3,100,1,6043,0,1
864,56606,3818,4,1,1,61634,14,100,1,6039,0,0
865,38763,0,4,1,1,34652,13,0,0,6037,1,0
866,16430,0,2,1,1,8528,12,0,0,6036,0,1
867,61440,0,2,1,1,8156,25,0,0,6032,0,1
868,206648,0,1,1,1,5132,16,2450,11,6030,0,0
869,323273,0,1,1,1,9000,5,500,1,6028,0,1
870,76702,0,3,1,1,21568,17,0,0,6025,1,0
871,19348,0,3,1,1,17059,19,0,0,6022,1,1
872,31669,0,2,1,1,8384,15,0,0,6018,0,1
873,40902,0,1,1,1,4850,7,1350,5,6018,0,1
874,16906,0,1,1,1,2750,15,0,0,6017,0,1
875,65508,0,1,1,1,14000,7,2500,5,6015,0,1
876,10152,0,1,1,1,0,0,0,0,6010,0,1
877,21461,0,3,1,1,40806,28,0,0,6011,1,0
878,28979,0,2,1,1,6494,12,0,0,6010,0,1
879,24711,0,1,1,1,3193,11,500,1,6009,0,1
880,301447,0,5,1,1,63866,18,500,1,6004,1,0
881,234308,0,3,1,1,21078,15,200,1,6007,1,0
882,37832,0,1,1,1,0,0,0,0,6004,0,1
883,135168,0,4,1,1,29156,16,300,2,6002,1,0
884,134650,0,4,1,1,40232,17,2055,2,6000,1,0
885,20665,0,3,1,1,19947,16,0,0,5997,1,1
886,5546,0,1,1,1,2631,6,0,0,5995,0,1
887,91736,0,4,1,1,26724,14,0,0,5994,1,0
888,444159,0,1,1,1,0,0,0,0,5993,0,1
889,94167,0,1,1,1,6500,4,500,1,5990,0,1
890,132256,0,2,1,1,15040,24,899,3,5988,0,0
891,149959,0,5,1,1,85844,51,1400,4,5986,1,0
892,104338,0,1,1,1,2500,1,0,0,5982,0,1
893,38312,0,4,1,1,37419,14,0,0,5980,1,0
894,1860,0,1,1,1,65,2,0,0,5976,0,1
895,54337,0,1,1,1,2131,9,230,1,5976,0,1
896,218763,8753,1,1,1,11650,6,1150,3,5975,0,0
897,26204,967,1,1,1,4030,6,2930,4,5989,0,1
898,27876,0,1,1,1,0,0,0,0,5972,0,1
899,115533,0,2,1,1,8867,15,0,0,5968,0,1
900,129412,0,5,1,1,62510,21,0,0,5982,1,0
901,172110,9325,5,1,1,21382,23,950,3,5944,0,0
902,143378,0,1,1,1,3000,4,1500,3,5905,0,1
903,120476,0,2,1,1,9406,14,0,0,5870,0,1
904,15835,0,2,1,5,112171,16,0,0,5825,1,0
905,289351,0,5,1,1,147787,35,500,1,5789,1,0
906,32141,0,1,1,1,3500,14,0,0,5768,0,1
907,967,0,1,1,1,980,2,0,0,5716,0,1
908,20281,0,1,1,1,0,0,0,0,5567,0,1
909,111072,0,4,1,1,50533,19,350,1,5541,1,0
910,2111,0,1,1,1,100,1,0,0,5962,0,1
911,322454,0,4,1,1,44591,23,250,1,5961,1,0
912,4600,0,1,1,1,140,1,0,0,5959,0,1
913,23390,0,1,1,1,1650,3,150,1,5958,0,1
914,210496,0,1,1,1,9022,24,4900,19,5953,2,0
915,40189,0,1,1,1,0,0,0,0,5952,0,1
916,21747,0,1,1,1,0,0,0,0,5638,0,1
917,212051,0,5,1,1,76256,23,2993,6,5523,0,0
918,266200,0,1,1,1,5000,1,0,0,5583,0,1
919,54148,0,4,1,1,40233,14,350,1,5949,1,0
920,25512,0,1,1,1,0,0,0,0,5393,0,1
921,28519,0,1,1,1,2125,2,0,0,5405,0,1
922,219387,0,5,1,1,105913,21,150,2,5951,1,0
923,163964,0,3,1,1,11385,11,0,0,5948,1,1
924,49736,0,1,1,1,3200,4,700,3,6038,0,1
925,10084,0,1,1,1,500,1,500,1,5946,0,1
926,22988,0,2,1,1,9347,14,1200,4,5944,0,1
927,17739,0,1,1,1,437,4,0,0,5941,0,1
928,152426,0,1,1,1,6000,6,2000,4,5939,0,1
929,34428,0,1,1,1,2625,10,0,0,5938,0,1
930,124030,0,5,1,1,61599,16,0,0,5934,1,0
931,17336,0,1,1,1,2375,12,0,0,5934,0,1
932,290012,0,5,1,1,64360,18,650,2,5931,1,0
933,29125,0,3,1,1,10930,14,0,0,5945,1,1
934,83848,0,4,1,1,28202,14,0,0,5927,1,0
935,133264,0,5,1,1,74067,21,0,0,5926,1,0
936,124869,0,3,1,1,30116,16,0,0,5924,1,0
937,39233,0,4,1,1,27545,13,0,0,5920,1,0
938,13050,0,3,1,1,13617,16,0,0,5920,1,1
939,90855,0,3,1,1,23992,13,0,0,5919,1,0
940,44824,0,1,3,1,21107,19,2000,4,5916,0,1
941,3663,0,1,1,1,894,10,0,0,5916,0,1
942,44293,0,3,1,1,21920,21,100,1,5913,1,0
943,31319,0,1,1,1,7552,5,0,0,5912,0,1
944,40757,0,3,1,1,14002,11,0,0,5912,1,1
945,130356,0,1,1,1,150,1,150,1,5910,0,1
946,125077,0,3,1,1,21881,14,0,0,5905,1,0
947,226826,0,5,1,1,91660,21,500,1,5906,1,0
948,38150,0,3,1,1,16688,15,0,0,5854,1,1
949,20342,0,1,1,1,3291,9,0,0,5829,0,1
950,45781,0,2,1,1,6498,13,0,0,5801,0,1
951,144525,0,1,1,1,2833,4,0,0,5785,0,1
952,37571,0,2,1,1,7197,15,0,0,5762,0,1
953,112013,0,3,1,1,24943,14,0,0,5734,1,0
